edad,genero,pais,is_condicion_fisica,detalle_condicion,nivel_expereincia_previo,condicion_previa,motivo,n_acompañantes,epoca,is_camino_realizado_prev,ruta,dias,inicio,distancia,dureza,calzado,is_calzado_adecuado,is_tr_mochila,is_reserva_aloj,alojamiento,hace_cuanto,is_volver_a_hacer,etapa_ideal,nota,is_lesion,consejos,modo_realizacion
30.0,Mujer,España,1,Ligamento de rodilla inestable,Avanzada (rutas largas con mochila/montaña),Media,"Personal/reflexivo, Religioso",Desconocido,Verano,1,Francés,5.0,Sarria,100,Moderadas,Zapatillas de trail running,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Ninguna,Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Verano,0,Primitivo,6.0,Oviedo,200,Moderadas,Botas de montaña,1,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",Desconocido,Otoño,0,Portugués,6.0,Tui,100,Moderadas,Botas de montaña,1,0,0,Albergues privados,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,1,Tendinitis rotuliana,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Religioso",Desconocido,Verano,0,Francés,6.0,Sarria,100,Moderadas,Sandalias de trekking,0,0,1,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,Reino Unido,1,Asma leve,Ninguna,Alta,Personal/reflexivo,Desconocido,Otoño,0,Francés,4.0,Sarria,100,Moderadas,Botas de montaña,1,0,0,Albergues privados,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,Sin respuesta,En bici
33.0,Mujer,Reino Unido,0,No,Moderada (10–20 km regularmente),Baja,Cultural/turístico,3.0,Verano,0,Francés,7.0,Sarria,100,Suaves,Botas de montaña,1,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Ninguna,Alta,"Cultural/turístico, Personal/reflexivo, Religioso",6.0,Primavera,0,Francés,9.0,Sarria,100,Suaves,Botas de montaña,1,0,0,Albergues públicos,Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",3.0,Invierno,0,Francés,6.0,Sarria,100,Suaves,Playeros ,1,0,1,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Baja,Cultural/turístico,Desconocido,Invierno,0,del Norte,7.0,Vilalba,100,Suaves,Zapatillas deportivas normales,1,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Ninguna,Media,"Cultural/turístico, Religioso",Desconocido,Verano,1,Francés,6.0,Triacastela,100,Suaves,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,Cultural/turístico,6.0,Primavera,0,Francés,4.0,Sarria,100,Exigentes,Zapatillas de trail running,1,0,0,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,Sin respuesta,A pie
32.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",Desconocido,Invierno,1,Francés,6.0,Sarria,100,Moderadas,Zapatillas de trail running,1,0,0,"Albergues públicos, Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
20.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Alta,"Personal/reflexivo, Religioso",Desconocido,Verano,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",3.0,Verano,0,Francés,7.0,Sarria,100,Suaves,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Pensiones",Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,Sin respuesta,A pie
29.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,Deportivo,6.0,Verano,0,Primitivo,6.0,Lugo,100,Suaves,Botas de montaña,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo",6.0,Verano,0,Inglés,6.0,Ferrol,100,Moderadas,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Este año,Sí,Largas y exigentes (≥ 25 km),10,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
20.0,Hombre,España,0,No,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Religioso",Desconocido,Verano,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,1,0,"Albergues públicos, Albergues privados",Este año,Tal vez,Medias (~20 km con algo de desnivel),7,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Avanzada (rutas largas con mochila/montaña),Alta,Personal/reflexivo,3.0,Otoño,0,Francés,6.0,Sarria,100,Muy variables,Zapatillas deportivas normales,1,0,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,Sin respuesta,A pie
33.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",6.0,Invierno,0,Francés,6.0,Sarria,100,Moderadas,Zapatillas deportivas normales,1,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Alta,Religioso,Desconocido,Verano,0,Portugués,6.0,Pontevedra,100,Muy variables,Zapatillas deportivas normales,1,0,0,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
29.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Baja,Personal/reflexivo,Desconocido,Verano,0,Portugués,6.0,Vigo,100,Muy variables,Botas de montaña,1,0,1,"Hostales / Hoteles, Airbnb",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Avanzada (rutas largas con mochila/montaña),Baja,"Cultural/turístico, Personal/reflexivo, Religioso",6.0,Verano,0,Portugués,3.0,Pontevedra,100,Moderadas,Zapatillas deportivas normales,0,0,1,Hostales / Hoteles,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Hombre,Francia,0,No,Básica (≤ 10 km ocasionalmente),Media,Personal/reflexivo,3.0,Invierno,0,Francés,7.0,Sarria,100,Suaves,Botas de montaña,1,0,1,Hostales / Hoteles,En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,No,Sin respuesta,A pie
32.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Deportivo, Personal/reflexivo",3.0,Verano,0,Francés,6.0,Triacastela,100,Moderadas,Zapatillas deportivas normales,0,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Ninguna,Media,Religioso,Desconocido,Primavera,0,Inglés,5.0,A Coruña,100,Suaves,Botas de montaña,1,1,1,Hostales / Hoteles,Este año,Tal vez,Cortas y fáciles (≤ 15 km),7,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,Religioso,Desconocido,Verano,0,del Norte,17.0,Gijón,200,Moderadas,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Airbnb",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Avanzada (rutas largas con mochila/montaña),Media,Religioso,Desconocido,Primavera,0,Primitivo,6.0,Lugo,100,Moderadas,Playeros ,1,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
31.0,Mujer,España,0,Escoliosis,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Primavera,0,Francés,4.0,Sarria,100,Exigentes,Botas de montaña,1,0,0,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Personal/reflexivo",Desconocido,Primavera,0,del Norte,6.0,Bilbao,200,Muy variables,Playeros ,1,0,0,"Albergues públicos, Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,Reino Unido,0,No,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Verano,0,Portugués,6.0,Vigo,100,Suaves,Sandalias de trekking,1,0,1,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,1,Ligamento de rodilla inestable,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Verano,1,Francés,6.0,Sarria,100,Suaves,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,Sin respuesta,A pie
32.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Verano,0,Francés,6.0,Sarria,100,Moderadas,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
27.0,Hombre,España,1,Ligamento de rodilla inestable,Básica (≤ 10 km ocasionalmente),Alta,"Personal/reflexivo, Religioso",Desconocido,Invierno,0,Francés,5.0,Sarria,100,Moderadas,Botas de montaña,1,0,0,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Baja,Cultural/turístico,6.0,Verano,0,del Norte,10.0,Luarca,200,Exigentes,Botas de montaña,1,0,1,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
35.0,Mujer,Portugal,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Verano,1,Francés,6.0,Sarria,100,Moderadas,Playeros ,1,0,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Primavera,0,Francés,5.0,Sarria,100,Moderadas,Playeros ,0,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Religioso",Desconocido,Otoño,0,Portugués,6.0,Pontevedra,100,Suaves,Zapatillas deportivas normales,0,0,0,Albergues públicos,Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
61.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Deportivo, Religioso",3.0,Verano,0,Francés,6.0,O Cebreiro,100,Suaves,Zapatillas de trail running,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Tal vez,Medias (~20 km con algo de desnivel),6,"Sí, moderado",Sin respuesta,En bici
32.0,Mujer,España,0,Tendinitis rotuliana,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Religioso",Desconocido,Verano,0,Francés,6.0,Sarria,100,Exigentes,Zapatillas de trail running,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,En bici
32.0,Hombre,España,0,No,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Religioso",Desconocido,Primavera,0,del Norte,21.0,Santander,200,Moderadas,Playeros ,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
47.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",Desconocido,Invierno,1,Francés,6.0,Sarria,100,Exigentes,Zapatillas deportivas normales,1,0,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,Sin respuesta,A pie
24.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Baja,Cultural/turístico,6.0,Verano,1,Francés,6.0,Sarria,100,Suaves,Zapatillas de trail running,1,0,1,"Hostales / Hoteles, Airbnb",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
35.0,Hombre,Francia,0,No,Avanzada (rutas largas con mochila/montaña),Baja,"Cultural/turístico, Deportivo, Religioso",Desconocido,Verano,0,Inglés,6.0,Betanzos,100,Suaves,Zapatillas deportivas normales,1,0,1,Hostales / Hoteles,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
65.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Religioso",Desconocido,Otoño,0,Francés,6.0,Sarria,100,Muy variables,Playeros ,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Personal/reflexivo",Desconocido,Otoño,0,Francés,7.0,Sarria,100,Suaves,Sandalias de trekking,1,0,0,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Mujer,España,0,Dolor lumbar,Avanzada (rutas largas con mochila/montaña),Alta,Personal/reflexivo,Desconocido,Verano,1,Francés,6.0,Triacastela,100,Suaves,Sandalias de trekking,1,0,1,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,Portugal,0,No,Ninguna,Baja,"Cultural/turístico, Personal/reflexivo",Desconocido,Otoño,1,Francés,7.0,Sarria,100,Suaves,Botas de montaña,1,1,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
33.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Alta,"Cultural/turístico, Personal/reflexivo",3.0,Invierno,1,Primitivo,6.0,Oviedo,200,Moderadas,Zapatillas deportivas normales,1,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,EEUU,0,No,Ninguna,Media,"Cultural/turístico, Deportivo",Desconocido,Verano,1,Portugués,6.0,Vigo,100,Exigentes,Zapatillas deportivas normales,1,0,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,Sin respuesta,En bici
32.0,Mujer,EEUU,0,Asma leve,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",3.0,Verano,1,Francés,7.0,Sarria,100,Suaves,Botas de montaña,1,0,1,Hostales / Hoteles,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,España,0,Ligamento de rodilla inestable,Ninguna,Media,"Deportivo, Religioso",Desconocido,Otoño,0,Portugués,6.0,Valença,100,Moderadas,Botas de montaña,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A caballo
20.0,Mujer,España,0,No,Ninguna,Alta,Personal/reflexivo,Desconocido,Otoño,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,0,1,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
47.0,Mujer,España,1,Fascitis plantar,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",3.0,Verano,1,Francés,6.0,Sarria,100,Muy variables,Zapatillas de trail running,1,1,1,"Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",3.0,Verano,0,Inglés,6.0,Betanzos,100,Moderadas,Zapatillas deportivas normales,1,0,1,"Hostales / Hoteles, Airbnb",Este año,Sí,Largas y exigentes (≥ 25 km),8,No,Sin respuesta,A pie
32.0,Mujer,México,0,No,Avanzada (rutas largas con mochila/montaña),Media,"Personal/reflexivo, Religioso",3.0,Primavera,0,Francés,6.0,Sarria,100,Moderadas,Zapatillas deportivas normales,0,1,1,Hostales / Hoteles,Más de 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,"Sí, moderado","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,Colombia,0,No,Ninguna,Media,"Cultural/turístico, Personal/reflexivo, Religioso",3.0,Verano,0,Portugués,5.0,O Porriño,100,Moderadas,Zapatillas de trail running,1,0,1,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Ninguna,Media,"Cultural/turístico, Personal/reflexivo, Religioso",Desconocido,Primavera,0,Francés,8.0,Triacastela,100,Suaves,Botas de montaña,1,1,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
44.0,Mujer,España,1,Escoliosis,Básica (≤ 10 km ocasionalmente),Alta,Religioso,Desconocido,Invierno,0,Primitivo,6.0,Oviedo,200,Moderadas,Botas de montaña,1,0,0,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
38.0,Mujer,España,1,Dolor lumbar,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Verano,0,Francés,6.0,Sarria,100,Moderadas,Botas de montaña,1,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",Desconocido,Invierno,0,Portugués,3.0,Pontevedra,100,Moderadas,Zapatillas deportivas normales,1,0,1,Hostales / Hoteles,Este año,Tal vez,Largas y exigentes (≥ 25 km),7,No,Sin respuesta,A pie
32.0,Mujer,España,0,No,Básica (≤ 10 km ocasionalmente),Baja,"Cultural/turístico, Religioso",Desconocido,Otoño,0,Francés,6.0,Sarria,100,Suaves,Zapatillas deportivas normales,0,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Alta,Personal/reflexivo,Desconocido,Verano,0,Francés,6.0,Sarria,100,Moderadas,Sandalias de trekking,0,0,0,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,Sin respuesta,A pie
32.0,Hombre,España,1,Dolor lumbar,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",Desconocido,Primavera,0,Francés,5.0,Sarria,100,Moderadas,Playeros ,1,0,0,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
32.0,Mujer,Italia,0,No,Moderada (10–20 km regularmente),Alta,"Deportivo, Religioso",Desconocido,Primavera,0,Francés,9.0,Ponferrada,200,Moderadas,Botas de montaña,1,0,0,Albergues públicos,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
33.0,Mujer,España,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Desconocido,Primavera,0,Francés,7.0,Sarria,100,Suaves,Botas de montaña,1,0,0,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
25.0,Hombre,España,0,No,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",3.0,Otoño,0,Francés,6.0,Sarria,100,Moderadas,Zapatillas de trail running,1,0,0,Albergues privados,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
32.0,Hombre,España,0,No,Moderada (10–20 km regularmente),Media,"Deportivo, Religioso",Desconocido,Verano,0,Francés,5.0,Sarria,100,Moderadas,Playeros ,1,0,1,"Hostales / Hoteles, Pensiones",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
