Marca temporal,Edad,Género,País de origen,¿Tienes alguna condición física o lesión que deba tenerse en cuenta?,"Si tienes alguna condición física o lesión que deba tenerse en cuenta, cuál es?",¿Qué nivel de experiencia tenías en senderismo o caminatas largas?,¿Cómo era tu condición física antes de empezar el Camino?,Motivo/s principal/es para hacer el Camino,¿Con cuántas personas hiciste el Camino?,¿Qué época del año lo hiciste?,¿Habías hecho el camino anteriormente?,¿Qué ruta del Camino hiciste?,¿Cuántos días te llevó completarlo?,¿Desde donde lo empezaste?,¿Qué distancia total caminaste (aproximadamente)?,¿Qué tan duras fueron las etapas que hiciste en general?,¿Qué tipo de calzado usaste principalmente durante el Camino?,¿Tu calzado fue adecuado para el tipo de terreno y etapas?,¿Usaste transporte de mochila?,¿Reservaste alojamientos con antelación?,¿En qué tipo o tipos de alojamiento te hospedaste durante tu estancia?,¿Hace cuánto hiciste el Camino?,¿Volverías a hacer el Camino?,¿Cuál crees que es tu tipo ideal de etapa?,¿Qué nota le das a tu experiencia en el Camino? (0–10),¿Tuviste alguna lesión o problema físico durante el camino?,¿Qué consejos darías a alguien como tú antes de hacer el Camino?,Medio de transporte
2025-04-17 07:25:12.000,cuarenta y dos,Mujer,España,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Religioso",Solo/a,Invierno,No,Francés,seis,Triacastela,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-04-03 09:59:20.000,31,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Personal/reflexivo",En pareja,Verano,No,Portugués,3,Pontevedra,Menos de 100 km,Moderadas,Zapatillas deportivas normales,Sí,Sí,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-03-22 04:37:41.000,veintisiete,Mujer,Argentina,No,,Básica (≤ 10 km ocasionalmente),Media,Personal/reflexivo,Solo/a,Verano,No,Francés,7,Sarria,100–200 km,Suaves,Sandalias de trekking,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-12-23 18:25:27.000,veintiocho,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Personal/reflexivo, Religioso",En pareja,Otoño,No,Francés,cinco,Sarria,100–200 km,Moderadas,Sandalias de trekking,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-12-13 01:36:26.000,sesenta y cuatro,Mujer,España,,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En grupo pequeño (3–6 personas),Otoño,No,del Norte,dieciséis,Gijón,200–400 km,Moderadas,Botas de montaña,Sí,Sí,No,Albergues públicos,Este año,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-19 00:37:12.000,38,Mujer,España,,,Moderada (10–20 km regularmente),Baja,Personal/reflexivo,En pareja,Verano,No,Portugués,siete,Tui,100–200 km,Suaves,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-19 15:21:06.000,41,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,Cultural/turístico,En grupo organizado (>6),Otoño,Sí,Portugués,4,Vigo,100–200 km,Exigentes,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A caballo
2025-04-05 08:12:42.000,27,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",En pareja,Verano,Sí,Portugués,cinco,Vigo,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,,A pie
2024-07-12 14:06:23.000,treinta,Hombre,España,Sí,Asma leve,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",En grupo organizado (>6),Verano,Sí,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-07-02 08:42:53.000,veinticuatro,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,Personal/reflexivo,Solo/a,Verano,No,Francés,8,Triacastela,100–200 km,Suaves,Botas de montaña,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2024-06-27 03:58:38.000,32,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Personal/reflexivo, Religioso",En pareja,Verano,No,Portugués,5,Tui,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-02-24 09:38:51.000,43,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Alta,Cultural/turístico,Solo/a,Verano,No,Inglés,7,Ferrol,100–200 km,Muy variables,Zapatillas de trail running,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,,A pie
2024-08-10 21:32:18.000,veintidós,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Religioso",En pareja,Verano,Sí,del Norte,7,Ribadeo,100–200 km,Moderadas,Playeros ,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",En los últimos 2 años,Tal vez,Medias (~20 km con algo de desnivel),7,"Sí, moderado","Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-12-12 22:25:48.000,cincuenta y ocho,Mujer,España,,,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Personal/reflexivo",En grupo organizado (>6),Primavera,No,Primitivo,trece,Oviedo,200–400 km,Exigentes,Zapatillas deportivas normales,Sí,Sí,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-02-13 23:15:36.000,36,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",En pareja,Verano,No,Inglés,6,Ferrol,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,No,Albergues privados,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-08-02 21:26:32.000,26,Mujer,España,Sí,Ligamento de rodilla inestable,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo",En pareja,Verano,Sí,Inglés,cinco,Ferrol,100–200 km,Moderadas,Botas de montaña,Sí,Sí,No,"Albergues públicos, Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-04-14 09:04:11.000,treinta y cuatro,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Invierno,Sí,Francés,7,Sarria,100–200 km,Suaves,Zapatillas deportivas normales,No,No,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),8,"Sí, moderado","Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-13 09:34:47.000,27,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Verano,Sí,Inglés,4,Betanzos,Menos de 100 km,Moderadas,Playeros ,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-04-09 04:34:48.000,veintitrés,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo, Religioso",En grupo pequeño (3–6 personas),Verano,No,Francés,cinco,Sarría,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-25 07:53:29.000,23,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Baja,Personal/reflexivo,En grupo pequeño (3–6 personas),Verano,No,Portugués,seis,Vigo,100–200 km,Suaves,Zapatillas de trail running,Sí,Sí,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-06-09 20:39:51.000,veinticinco,Hombre,España,Sí,Asma leve,Básica (≤ 10 km ocasionalmente),Alta,Religioso,Solo/a,Invierno,No,Francés,cinco,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-29 12:11:01.000,51,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Primavera,No,Portugués,4,Pontevedra,Menos de 100 km,Suaves,Botas de montaña,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-05-28 15:47:57.000,20,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Personal/reflexivo, Religioso",Solo/a,Primavera,No,Portugués,cinco,Vigo,100–200 km,Moderadas,Zapatillas deportivas normales,No,No,No,Albergues públicos,Más de 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-16 22:56:29.000,40,Mujer,España,No,,Ninguna,Media,"Cultural/turístico, Personal/reflexivo",Solo/a,Otoño,No,Francés,siete,Sarria,100–200 km,Suaves,Zapatillas de trail running,Sí,Sí,No,"Albergues públicos, Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2024-11-02 10:52:35.000,cuarenta y tres,Mujer,España,,,Ninguna,Media,"Cultural/turístico, Personal/reflexivo",En pareja,Otoño,No,Portugués,ocho,Tui,100–200 km,Suaves,Zapatillas deportivas normales,No,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-01-18 08:23:11.000,veintidós,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En pareja,Verano,No,Francés,siete,Sarria,100–200 km,Suaves,Zapatillas de trail running,Sí,No,No,Albergues públicos,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-10 12:18:42.000,treinta y uno,Hombre,EEUU,No,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Otoño,No,Francés,7,Sarria,100–200 km,Muy variables,Botas de montaña,Sí,No,No,Albergues públicos,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-03-30 04:49:50.000,veintiuno,Mujer,España,,,Ninguna,Alta,"Cultural/turístico, Religioso",Solo/a,Invierno,No,Francés,cinco,Sárria,100–200 km,Muy variables,Playeros ,Sí,Sí,No,Albergues públicos,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-10-27 10:38:36.000,cincuenta y cuatro,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo",Solo/a,Verano,No,Inglés,siete,Ferrol,100–200 km,Suaves,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A caballo
2025-03-31 01:38:35.000,treinta y dos,Hombre,España,No,,Moderada (10–20 km regularmente),Media,"Cultural/turístico, Deportivo, Personal/reflexivo",En pareja,Verano,No,Francés,ocho,Sarria,100–200 km,Suaves,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-01 13:54:10.000,38,Mujer,España,No,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Religioso",Solo/a,Invierno,No,Francés,6,Sarría,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-04-09 14:18:23.000,cuarenta y siete,Mujer,Colombia,No,,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Deportivo",En pareja,Verano,No,Portugués,tres,Pontevedra,Menos de 100 km,Moderadas,Playeros ,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-22 15:32:39.000,veintiocho,Hombre,España,,Asma leve,Moderada (10–20 km regularmente),Media,Religioso,En pareja,Invierno,No,Primitivo,16,Oviedo,200–400 km,Moderadas,Zapatillas deportivas normales,No,Sí,No,Albergues públicos,Este año,Sí,Medias (~20 km con algo de desnivel),8,"Sí, moderado","Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-08 21:12:43.000,cuarenta y dos,Mujer,España,,,Ninguna,Alta,"Cultural/turístico, Personal/reflexivo, Religioso",En grupo organizado (>6),Verano,No,Inglés,5,Ferrol,100–200 km,Moderadas,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",Más de 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2024-02-17 07:45:07.000,39,Mujer,Colombia,No,,Ninguna,Media,"Cultural/turístico, Religioso",En grupo organizado (>6),Verano,No,Portugués,4,Pontevedra,Menos de 100 km,Suaves,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-02-04 06:39:24.000,49,Mujer,Argentina,,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Religioso",En grupo organizado (>6),Primavera,Sí,Portugués,7,Tui,100–200 km,Suaves,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Airbnb",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-15 04:49:14.000,38,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Alta,"Cultural/turístico, Deportivo, Religioso",En pareja,Otoño,No,Portugués,cuatro,A Guarda,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,Albergues públicos,Este año,Tal vez,Largas y exigentes (≥ 25 km),7,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-05-29 06:25:17.000,32,Mujer,Alemania,,,Avanzada (rutas largas con mochila/montaña),Alta,"Cultural/turístico, Deportivo, Religioso",En pareja,Verano,No,Francés,9,Ponferrada,200–400 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Largas y exigentes (≥ 25 km),9,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-24 02:46:26.000,40,Mujer,España,No,,Moderada (10–20 km regularmente),Media,"Deportivo, Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Primavera,No,Inglés,cinco,Ferrol,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,Más de 2 años,Sí,Largas y exigentes (≥ 25 km),8,No,,A pie
2024-07-23 16:47:13.000,27,Hombre,Reino Unido,,,Avanzada (rutas largas con mochila/montaña),Media,"Cultural/turístico, Deportivo, Religioso",Solo/a,Verano,No,Francés,5,Sarria,100–200 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-11-27 17:16:23.000,cuarenta y cuatro,Mujer,España,Sí,Ligamento de rodilla inestable,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Deportivo",Solo/a,Verano,No,Francés,siete,Sarria,100–200 km,Suaves,Zapatillas deportivas normales,No,No,Sí,"Albergues públicos, Albergues privados",Este año,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-02-17 00:48:21.000,28,Mujer,Alemania,Sí,Dolor lumbar,Moderada (10–20 km regularmente),Alta,Personal/reflexivo,En pareja,Primavera,No,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas de trail running,Sí,Sí,Sí,Hostales / Hoteles,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,,A pie
2025-03-10 19:29:11.000,18,Mujer,España,Sí,Asma leve,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Personal/reflexivo",Solo/a,Verano,No,Francés,seis,Sarria,100–200 km,Moderadas,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2024-03-28 18:50:03.000,treinta y uno,Hombre,España,No,,Básica (≤ 10 km ocasionalmente),Media,Cultural/turístico,En grupo pequeño (3–6 personas),Primavera,No,Portugués,seis,Tui,100–200 km,Moderadas,Zapatillas de trail running,Sí,No,Sí,"Hostales / Hoteles, Airbnb",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,,A pie
2024-05-21 12:35:56.000,38,Mujer,EEUU,No,,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Religioso",Solo/a,Verano,No,Francés,nueve,Ponferrada,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Más de 2 años,Sí,Largas y exigentes (≥ 25 km),10,No,"Controla el ritmo; escucha tus pies y haz estiramientos. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",En bici
2025-04-03 02:33:27.000,55,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Cultural/turístico, Deportivo",En grupo pequeño (3–6 personas),Invierno,No,Primitivo,trece,Oviedo,200–400 km,Exigentes,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Largas y exigentes (≥ 25 km),9,No,,En bici
2024-06-29 05:31:39.000,treinta y seis,Mujer,España,No,,Moderada (10–20 km regularmente),Baja,"Cultural/turístico, Personal/reflexivo",Solo/a,Invierno,Sí,Portugués,cuatro,Pontevedra,Menos de 100 km,Suaves,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),10,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-21 01:41:44.000,27,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Baja,"Deportivo, Religioso",Solo/a,Primavera,No,del Norte,6,Vilalba,100–200 km,Muy variables,Zapatillas de trail running,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-01-04 03:24:06.000,65,Hombre,España,,,Ninguna,Alta,"Personal/reflexivo, Religioso",En grupo pequeño (3–6 personas),Verano,Sí,Inglés,cinco,Ferrol,100–200 km,Moderadas,Sandalias de trekking,Sí,No,Sí,Hostales / Hoteles,En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-13 22:44:56.000,veinticuatro,Mujer,Francia,No,,Moderada (10–20 km regularmente),Media,Cultural/turístico,En pareja,Verano,Sí,Portugués,cuatro,Pontevedra,Menos de 100 km,Suaves,Zapatillas deportivas normales,Sí,No,Sí,"Hostales / Hoteles, Pensiones",Este año,Sí,Medias (~20 km con algo de desnivel),8,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-06-13 09:29:59.000,49,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Alta,Personal/reflexivo,En pareja,Verano,No,Francés,nueve,Ponferrada,200–400 km,Moderadas,Botas de montaña,Sí,No,Sí,Hostales / Hoteles,Este año,Tal vez,Largas y exigentes (≥ 25 km),6,"Sí, importante (me hizo abandonar)",,A pie
2024-12-02 18:29:03.000,44,Hombre,España,,Dolor lumbar,Avanzada (rutas largas con mochila/montaña),Media,"Deportivo, Religioso",En grupo organizado (>6),Verano,Sí,Portugués,cuatro,Pontevedra,Menos de 100 km,Suaves,Botas de montaña,Sí,No,Sí,"Albergues privados, Hostales / Hoteles",Este año,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-12-22 11:34:08.000,21,Mujer,España,No,,Básica (≤ 10 km ocasionalmente),Media,"Deportivo, Personal/reflexivo",En pareja,Verano,No,Portugués,dieciséis,Porto,200–400 km,Muy variables,Botas de montaña,Sí,No,No,"Albergues públicos, Albergues privados",Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2024-07-18 13:42:10.000,treinta y uno,Hombre,España,,,Básica (≤ 10 km ocasionalmente),Alta,Cultural/turístico,En pareja,Verano,No,Primitivo,13,Oviedo,200–400 km,Moderadas,Zapatillas deportivas normales,Sí,No,No,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),10,No,"Etapas de ~20–25 km funcionan bien; cuida la hidratación. Sal temprano por el calor y reserva si vas por el Francés. El terreno puede ser húmedo: calzado con buena suela. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-01-09 20:40:59.000,treinta y dos,Mujer,España,,,Moderada (10–20 km regularmente),Media,Religioso,En grupo pequeño (3–6 personas),Primavera,No,Portugués,once,Porto,200–400 km,Moderadas,Playeros ,No,No,Sí,"Hostales / Hoteles, Pensiones",En los últimos 2 años,Sí,Medias (~20 km con algo de desnivel),9,No,,A pie
2025-01-26 13:13:37.000,43,Mujer,España,,,Básica (≤ 10 km ocasionalmente),Baja,Personal/reflexivo,Solo/a,Verano,No,Portugués,ocho,Vigo,100–200 km,Suaves,Botas de montaña,Sí,No,No,Albergues privados,Este año,Sí,Cortas y fáciles (≤ 15 km),9,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Sal temprano por el calor y reserva si vas por el Francés. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
2025-04-12 17:29:03.000,cuarenta y uno,Hombre,Portugal,No,,Moderada (10–20 km regularmente),Alta,Cultural/turístico,Solo/a,Primavera,Sí,Francés,siete,Sarrià,100–200 km,Suaves,Sandalias de trekking,Sí,No,Sí,"Albergues públicos, Albergues privados",En los últimos 2 años,Sí,Cortas y fáciles (≤ 15 km),8,No,"Planifica etapas cortas y constantes, evita alargar por euforia. Cuida pies: crema antifricción, cambio de calcetines a mediodía.",A pie
